family,global_step,checkpoint,model_name,embedding_dim,train_accuracy_mean,train_accuracy_std,train_macro_f1_mean,train_macro_f1_std,train_balanced_accuracy_mean,train_balanced_accuracy_std,validation_accuracy_mean,validation_accuracy_std,validation_macro_f1_mean,validation_macro_f1_std,validation_balanced_accuracy_mean,validation_balanced_accuracy_std,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_balanced_accuracy_mean,test_balanced_accuracy_std
VitLargePatch14_OfficialTrain5_Epoch5_2504,33976,last_epoch_2.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7592997352282206,0.0018775462889797472,0.7469715476036072,0.0017824466121072703,0.7759561737378439,0.0024492796282542723,0.6932353576024374,0.005577023156429206,0.6722198526064554,0.0016245387769588564,0.6981011033058167,0.004249120738705786,0.7111859321594238,0.007472861727497889,0.6964717904726664,0.0034690006882787516,0.7185966769854227,0.007822540127218934
VitLargePatch14_OfficialTrain5_Epoch5_2504,36000,step_36000.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7558218836784363,0.0005654440799372916,0.7431060274442037,0.0012760138859292725,0.7725371519724528,0.0005499241407088684,0.6932353576024374,0.004873752304358673,0.669149915377299,0.002420635132849751,0.6961891055107117,0.0057422077789346425,0.7108118136723837,0.005621032236533734,0.6981749335924784,0.0005484611884562964,0.720721443494161,0.004011653969096452
VitLargePatch14_OfficialTrain5_Epoch5_2504,40000,step_40000.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7555398941040039,0.001462440910916529,0.7436129252115885,0.002848297281525181,0.7724990844726562,0.0016956364922397673,0.691539486249288,0.007268618251264666,0.6696345607439677,0.007332691418399856,0.6943406860033671,0.0036577349267148595,0.716423491636912,0.003382559405196817,0.7017393509546915,0.007805499157652748,0.722207228342692,0.005901594902603498
VitLargePatch14_OfficialTrain5_Epoch5_2504,44000,step_44000.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7610856493314108,0.003725683838243628,0.7488764723141988,0.0036326013199608435,0.7763954798380533,0.002441528337758668,0.6998304128646851,0.0037068573811340436,0.677474836508433,0.0022072165596275653,0.7018402616182963,0.0029047573089426844,0.7188552021980286,0.0064716984317302415,0.7049607833226522,0.011329427601578445,0.7252618869145712,0.005847745287240932
VitLargePatch14_OfficialTrain5_Epoch5_2504,44964,last_epoch_3.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7603806853294373,0.0012230694655762718,0.7477763493855795,0.001027639186849785,0.7767132719357809,0.0008645273925914428,0.6977576812108358,0.004534085198114451,0.674598495165507,0.005169182611039784,0.699824055035909,0.006284213745575007,0.7175458272298177,0.009885682646110276,0.7016851504643759,0.013170053359971363,0.7231111327807108,0.012333620646233426
VitLargePatch14_OfficialTrain5_Epoch5_2504,48000,step_48000.pt,vit_large_patch14_dinov2.lvd142m,1024,0.761626144250234,0.0010768524682796938,0.7491507331530253,0.001938895927266371,0.7778682907422384,0.002273161679752484,0.7011494239171346,0.00439086727282529,0.6783395210901896,0.002616628743975356,0.7037285566329956,0.0023574317599489754,0.7156752745310465,0.004285974666761383,0.700672447681427,0.005686068318054423,0.7228508591651917,0.003317800176589165
VitLargePatch14_OfficialTrain5_Epoch5_2504,52000,step_52000.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7621196111043295,0.0014453178027265352,0.7499287128448486,0.0022027116491059977,0.7781592607498169,0.0011549274349947746,0.7022800048192342,0.009396979670189565,0.6805015405019125,0.007738440337085082,0.7054961919784546,0.005590551741697115,0.7182940443356832,0.008380034892369208,0.702342172463735,0.008965722201589074,0.7249621550242106,0.010345155058367726
VitLargePatch14_OfficialTrain5_Epoch5_2504,54940,complete.pt,vit_large_patch14_dinov2.lvd142m,1024,0.7623545924822489,0.0015747771425013387,0.7509049971898397,0.00077767701395543,0.7787354787190756,0.0011007107693250002,0.7013378540674845,0.009481613438239108,0.6797425150871277,0.007169855179071443,0.7039862275123596,0.0059692078861676824,0.7169846693674723,0.00085721314287204,0.7023584445317587,0.008009364579512929,0.722471296787262,0.0073611022146038785
VitSmallPatch14_2204,1000,step_1000.pt,vit_small_patch14_dinov2.lvd142m,384,0.47717071572939557,0.0020142125107882516,0.45965878168741864,0.001788021884808905,0.4916108250617981,0.002985235201587391,0.4720180829366048,0.012163614961469968,0.45189011096954346,0.01758163388039592,0.48267295956611633,0.022764240709295332,0.47923680146535236,0.0194717753159546,0.46122368176778156,0.017993652055746157,0.4936579167842865,0.014692545930312773
VitSmallPatch14_2204,2000,step_2000.pt,vit_small_patch14_dinov2.lvd142m,384,0.4759252766768138,0.0017666441600204424,0.45832598209381104,0.0018293569327066212,0.49289195736249286,0.0005193307423814746,0.4582626720269521,0.007202380980770999,0.43699243664741516,0.011599048291497716,0.4697157641251882,0.020984923850922526,0.472128689289093,0.02472534577305638,0.4552871187527974,0.024710742862912662,0.49010834097862244,0.02213224189587359
VitSmallPatch14_2204,3000,step_3000.pt,vit_small_patch14_dinov2.lvd142m,384,0.49159911274909973,0.003653854661491166,0.4748300611972809,0.0032395061783315458,0.5094619592030843,0.002902905060543595,0.4697569211324056,0.01888444022598562,0.45029354095458984,0.02247639312922135,0.4851306875546773,0.032244951381295434,0.4829779366652171,0.01952292019752991,0.46694687008857727,0.01700011926602102,0.5023972392082214,0.010642938809027535
VitSmallPatch14_2204,4000,step_4000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5054635206858317,0.0012026015616516121,0.48853670557339984,0.001361823263703028,0.5224829912185669,0.001899134820147401,0.48445449272791546,0.020232361294585267,0.4646813174088796,0.022104850859140473,0.49469877282778424,0.031360607811278224,0.4932659864425659,0.019951054901973554,0.47588421901067096,0.01827473976102266,0.5106349090735117,0.018917101881351185
VitSmallPatch14_2204,5000,step_5000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5197274088859558,0.0014692175951941883,0.5022425254185995,0.002128297904071013,0.5377155145009359,0.0031183300942616257,0.5010363658269247,0.014079401978582028,0.47919418414433795,0.017853070338767752,0.5080962181091309,0.02564370622944777,0.5123456716537476,0.014878875799131438,0.49521851539611816,0.014329846861843765,0.533231774965922,0.015935794979971035
VitSmallPatch14_2204,6000,step_6000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5296674768129984,0.0033620010544402946,0.5116791725158691,0.003276177917881384,0.5486286481221517,0.0038384822323003485,0.5081967115402222,0.009659687461923536,0.48817874987920123,0.01221225707827457,0.5199698209762573,0.01870393044301492,0.5205761392911276,0.016650092750231073,0.5026214023431143,0.018315176000024348,0.5397902131080627,0.014829737118598092
VitSmallPatch14_2204,7000,step_7000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5421924591064453,0.00018650167625713023,0.5244039495786031,0.0005325423755777866,0.5613938570022583,0.0011587483596430235,0.5223289926846822,0.012229135303453301,0.501295655965805,0.015531919393852773,0.5298746625582377,0.020620281965395795,0.5299289027849833,0.008177142226413572,0.5112319588661194,0.007788040140626939,0.5464372038841248,0.009911268952869154
VitSmallPatch14_2204,8000,step_8000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5490306814511617,0.0027906569060906572,0.5307862162590027,0.0031510114601925295,0.566327969233195,0.0029581862961385523,0.5347654024759928,0.014434316367155862,0.5143468379974365,0.016526003202345835,0.5476964314778646,0.018727984828816702,0.5396558046340942,0.011908537468137335,0.5210237503051758,0.015396019058076292,0.5567575693130493,0.016209628318450228
VitSmallPatch14_2204,9000,step_9000.pt,vit_small_patch14_dinov2.lvd142m,384,0.558688759803772,0.002058943624494709,0.540519654750824,0.002422886185458811,0.5754665533701578,0.0016031226092591778,0.5355191429456075,0.006044467990333404,0.5156188805898031,0.007344393213253755,0.54600061972936,0.006562691848634552,0.5503180027008057,0.01435462396727957,0.5312190055847168,0.014439558821894466,0.5645118951797485,0.01326595967191383
VitSmallPatch14_2204,10000,step_10000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5660674373308817,0.006782482924423461,0.54748006661733,0.006961512956095023,0.5830592711766561,0.005538458685450084,0.5421141982078552,0.01426728594753166,0.5205219785372416,0.016119440545016753,0.5510178407033285,0.016465482101702417,0.5564908385276794,0.012118284860353726,0.5366858045260111,0.011257894244290474,0.5708896319071451,0.009084654951371994
VitSmallPatch14_2204,11000,step_11000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5767124891281128,0.002553809484406072,0.5583092371622721,0.0022272321630518216,0.5948194861412048,0.002050809139283493,0.5536084373792013,0.0107454761139767,0.5310021241505941,0.013875249592985126,0.5588357845942179,0.015400462834773416,0.5592966675758362,0.021312046869918107,0.5399191379547119,0.020927116063936508,0.5751274029413859,0.020593341071784347
VitSmallPatch14_2204,12000,step_12000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5818822781244913,0.0030817663268185177,0.5625515580177307,0.002393550199163665,0.5976093610127767,0.0010185869543596752,0.5519125660260519,0.008504443674900282,0.529410203297933,0.011740747211354801,0.5593667427698771,0.013300259185565468,0.5652824441591898,0.02586447891734904,0.5456016659736633,0.024324667605074835,0.5799975991249084,0.023124004483961135
VitSmallPatch14_2204,13000,step_13000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5887439648310343,0.0042353060009762454,0.570088783899943,0.0047629412729766375,0.6074158946673075,0.005006214347981012,0.5594497720400492,0.0056623181798175085,0.5368703206380209,0.009848625623649918,0.5700833002726237,0.01675288363306194,0.5740740696589152,0.024454284906045988,0.5557337999343872,0.02298150859702234,0.5918031533559164,0.02094211293283096
VitSmallPatch14_2204,14000,step_14000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5918928384780884,0.002579642013801873,0.5720838109652201,0.0020021787029073194,0.6083727478981018,0.001177615745753916,0.560015062491099,0.010459146443621966,0.5381796360015869,0.013009601674274968,0.569959282875061,0.014687565809059363,0.5783763527870178,0.018529870337590307,0.5588263670603434,0.01674090823421685,0.5944492816925049,0.014898337409923948
VitSmallPatch14_2204,15000,step_15000.pt,vit_small_patch14_dinov2.lvd142m,384,0.5942662556966146,0.0009387970163199161,0.5749589602152506,0.0007090471046261567,0.6111387809117635,0.0019107571869056827,0.563029964764913,0.01300171017647928,0.5405751466751099,0.0161698218375614,0.5727568864822388,0.021709521651561627,0.5823045372962952,0.02223763528137454,0.5634249448776245,0.021295965531890854,0.598287026087443,0.02027052227388807
VitSmallPatch14_2204,16000,step_16000.pt,vit_small_patch14_dinov2.lvd142m,384,0.6043708125750223,0.00221924171908827,0.5862491130828857,0.002995502619973682,0.6239381035168966,0.0031860069624827132,0.5737704833348592,0.007478123552646627,0.5526402791341146,0.010654773755835291,0.584976335366567,0.015858177182612322,0.5890385309855143,0.013588277918294976,0.5720503727595011,0.014981030019783237,0.6116193135579427,0.016264231269790666
VitSmallPatch14_2204,17000,step_17000.pt,vit_small_patch14_dinov2.lvd142m,384,0.609329104423523,0.0029887347640677672,0.5913772781689962,0.003947632689612877,0.628314216931661,0.004080392208583021,0.5820614298184713,0.0098291543489666,0.5613506436347961,0.010731508304347189,0.5950568715731303,0.015991199408972426,0.5933408141136169,0.01649806497461731,0.5752949317296346,0.013679665526974744,0.6102978189786276,0.008109549166200289
VitSmallPatch14_2204,18000,step_18000.pt,vit_small_patch14_dinov2.lvd142m,384,0.6134649316469828,0.0067224011563066805,0.5953448414802551,0.007648000240820394,0.6325032711029053,0.007206454953920055,0.5814961592356364,0.006551843951677038,0.561470111211141,0.0077974509325595565,0.5946431159973145,0.010482546838587759,0.5968948801358541,0.018833264999144988,0.5789434909820557,0.017551485034007216,0.6144417325655619,0.01240640882404836
VitSmallPatch14_2204,19000,step_19000.pt,vit_small_patch14_dinov2.lvd142m,384,0.6232170065244039,0.0010077247427057964,0.6054527958234152,0.0021896921523761404,0.6415946284929911,0.0029375701926660194,0.5835688908894857,0.0034539817087619455,0.5630139509836832,0.007196140270272971,0.5964492360750834,0.012799700984589334,0.6103628873825073,0.012092254510075364,0.5914737383524576,0.009260748145254152,0.6246010462443033,0.004099221054545767
VitSmallPatch14_2204,20000,step_20000.pt,vit_small_patch14_dinov2.lvd142m,384,0.6213605801264445,0.0008805073919140163,0.6032560666402181,0.0016460783902192294,0.639096717039744,0.0022946097698219297,0.5860184828440348,0.007202371234563901,0.5648935834566752,0.009512656354486731,0.5958007574081421,0.013374775550996861,0.6081182161966959,0.010230062539747216,0.591187318166097,0.008214852871396025,0.6252358158429464,0.008484745023368106
VitSmallPatch14_2204,21000,step_21000.pt,vit_small_patch14_dinov2.lvd142m,384,0.6206791202227274,0.002575143828376853,0.6024344563484192,0.0036970152837673053,0.6385892430941263,0.0031011519883856263,0.591294527053833,0.0025904862815714588,0.5719398657480875,0.005778841816209043,0.60747758547465,0.010425277101434054,0.6118593414624532,0.01421132014402089,0.5934201876322428,0.011579393368274475,0.6287921468416849,0.005979310403813429
checkpoints-test,8000,step_8000.pt,resnet9,1024,0.5474562446276346,0.011725069244559988,0.5355382760365804,0.014678107770050169,0.576906661192576,0.01339819258497437,0.4580742418766022,0.01090782783914903,0.4387337664763133,0.011170525254518067,0.4626498917738597,0.013586401518403434,0.4479985038439433,0.017543408047321154,0.4268897275129954,0.016972386301475673,0.44428977370262146,0.019648308671450766
